Dataset,Max_Sparsity_PPVs,Mean_Sparsity_PPVs,Median_Sparsity_PPVs,Min_Sparsity_PPVs
PhalangesOutlinesCorrect,99.99999999999999,5.059303248568742,2.1739130434782608,1.0989010989010988
Phoneme,99.99999999999999,2.783211157747365,2.1251867839946867,1.0989010989010988
PigAirwayPressure,99.99999999999999,8.61332673351383,2.130152305889871,1.0989010989010988
PigArtPressure,99.99999999999999,2.5662345543950087,2.1675517502980384,1.0989010989010988
PigCVP,99.99999999999999,4.231786572902664,2.1404109589041096,1.0989010989010988
Plane,99.99999999999999,4.344091477224001,2.1739130434782608,1.0989010989010988
PowerCons,99.99999999999999,3.774727555956155,2.132998745294856,1.0989010989010988
ProximalPhalanxOutlineAgeGroup,99.99999999999999,5.665771723559255,2.1220159151193636,1.0989010989010988
ProximalPhalanxOutlineCorrect,99.99999999999999,6.012545324938417,2.1739130434782608,1.0989010989010988
ProximalPhalanxTW,99.99999999999999,5.072729310233384,2.1739130434782608,1.0989010989010988
RefrigerationDevices,99.99999999999999,2.741959910931681,2.1390374331550803,1.0989010989010988
Rock,99.99999999999999,4.222636574701311,2.1574637388106663,1.0989010989010988
ScreenType,99.99999999999999,5.953716822561799,2.2082018927444795,1.0989010989010988
SemgHandGenderCh2,99.99999999999999,2.2819771925813823,2.1802798568174424,1.0989010989010988
SemgHandMovementCh2,99.99999999999999,2.24648839925837,2.1739130434782608,1.0989010989010988
SemgHandSubjectCh2,99.99999999999999,2.2359385520120334,2.1739130434782608,1.0989010989010988
ShapeletSim,10.0,2.2478479947389998,2.1739130434782608,1.2404580152671756
ShapesAll,99.99999999999999,10.083835385323368,2.1822521524166736,1.0989010989010988
SmallKitchenAppliances,99.99999999999999,14.061305474801992,1.415929203539823,1.0989010989010988
SmoothSubspace,99.99999999999999,10.231001034685502,2.325581395348837,1.0989010989010988
SonyAIBORobotSurface1,99.99999999999999,2.87196599183458,2.1739130434782608,1.0989010989010988
SonyAIBORobotSurface2,99.99999999999999,2.4405395333803575,2.1416803953871497,1.0989010989010988
StarLightCurves,99.99999999999999,16.707513981964716,2.1697673433063525,1.0989010989010988
Strawberry,99.99999999999999,7.850590040344443,2.2201228153046766,1.0989010989010988
SwedishLeaf,99.99999999999999,4.706817779813637,2.1739130434782608,1.0989010989010988
Symbols,99.99999999999999,17.16044118017124,2.2377990284924536,1.0989010989010988
SyntheticControl,99.99999999999999,4.019960945671969,2.1739130434782608,1.0989010989010988
ToeSegmentation1,99.99999999999999,3.932680436039521,2.1971920361703816,1.0989010989010988
ToeSegmentation2,99.99999999999999,5.434540705606818,2.1433481222270823,1.0989010989010988
Trace,99.99999999999999,11.959010894873785,2.182063455383167,1.0989010989010988
TwoLeadECG,99.99999999999999,4.723444667892675,2.1739130434782608,1.0989010989010988
TwoPatterns,99.99999999999999,2.8723804203072687,2.1739130434782608,1.0989010989010988
UMD,99.99999999999999,8.736602749629704,2.1739130434782608,1.0989010989010988
UWaveGestureLibraryAll,99.99999999999999,5.6220281596854464,2.127659574468085,1.0989010989010988
UWaveGestureLibraryX,99.99999999999999,10.153913952100963,2.1538461538461537,1.0989010989010988
UWaveGestureLibraryY,99.99999999999999,12.24411167609575,2.202643171806167,1.0989010989010988
UWaveGestureLibraryZ,99.99999999999999,10.830121816443503,2.262443438914027,1.0989010989010988
Wafer,99.99999999999999,4.981267459982161,2.1739130434782608,1.0989010989010988
Wine,99.99999999999999,4.5715164187185655,2.1739130434782608,1.0989010989010988
WordSynonyms,99.99999999999999,6.624165382957874,2.2222222222222223,1.0989010989010988
Worms,99.99999999999999,8.51685627246596,2.2172949002217295,1.0989010989010988
WormsTwoClass,99.99999999999999,8.642213459882631,2.1514629948364887,1.0989010989010988
Yoga,99.99999999999999,8.368888406509344,2.154126213592233,1.0989010989010988
