Dataset,Max GI,Median GI,Min GI,Max S,Median S,Min S,Mean S,Max PPV,Median PPV,Min PPV,Mean PPV
Fungi,0.7961142202054943,0.49132769428644973,0.18382750290567257,0.32988267770876467,-0.004830917874396046,-0.5969634230503795,-0.029782608695652198,0.8385093167701864,0.4968944099378882,0.055900621118012424,0.4851086956521739
GunPoint,0.7043019368350946,0.31982326820287926,0.07022730865409044,0.4206666666666665,0.0071666666666665435,-0.1413333333333333,0.009053999999999991,0.8833333333333333,0.5,0.175,0.504527
GunPointAgeSpan,0.689453710780943,0.331613152602218,0.12022639059022892,0.9951851851851854,0.015617283950617344,-0.8730864197530864,0.1277369135802469,1.0,0.5166666666666667,0.0,0.5638684567901234
GunPointMaleVersusFemale,0.6812183636596457,0.32948223522733205,0.1183128236800941,0.9935802469135802,0.018333333333333313,-0.8720987654320987,0.1283558024691358,1.0,0.5166666666666667,0.0,0.564177901234568
GunPointOldVersusYoung,0.6759430724957074,0.3290183905057955,0.11442523079483528,0.9968137254901961,0.016544117647058876,-0.876593137254902,0.12737647058823529,1.0,0.5083333333333333,0.0,0.5636882352941177
Ham,0.6497298949164217,0.44319736811112964,0.24896863650944598,0.2261135487302215,-0.012019678234277409,-0.3480122324159022,-0.03262316181358861,0.6927536231884058,0.4927536231884058,0.19130434782608696,0.48368841909320565
Haptics,0.6194502853564137,0.3909569164086812,0.15694088015464208,0.06253783125415224,-0.011006126817745654,-0.293201446814793,-0.039664516129032254,0.6750572082379863,0.49084668192219677,0.2128146453089245,0.4801677419354838
Herring,0.5161286963655625,0.3710816646302682,0.1582729724762602,0.2836890243902439,-0.015129573170731714,-0.3779725609756097,-0.049457164634146365,0.7195121951219512,0.4878048780487805,0.2658536585365854,0.47527141768292686
HouseTwenty,0.8626756626336153,0.6542844432255654,0.4574761966240632,0.13831250000000006,0.0022500000000000853,-0.26734375,-0.0014255312499999943,0.723125,0.501875,0.26125,0.499287234375
InlineSkate,0.6718309470770604,0.5027776218002663,0.296237637369294,0.16905710491367865,0.0002855245683931473,-0.18988047808764952,0.008164462151394417,0.7768924302788844,0.5,0.17065073041168657,0.5040822310756972
InsectEPGRegularTrain,0.6648511941990379,0.5762683212340399,0.23514070122333067,0.23043390785326268,0.002649051036147876,-0.326805713902488,-0.005373080276306058,1.0,0.501039501039501,0.02286902286902287,0.497313459861847
InsectEPGSmallTrain,0.6928075625466745,0.6019760197327657,0.23805986390459857,0.21658309893604,0.002568179038767271,-0.2711263299498593,-0.003446496270025665,1.0,0.501039501039501,0.014553014553014554,0.4982767518649872
InsectWingbeatSound,0.716576942162299,0.4641611549757096,0.2925964303185483,0.42436010591350404,0.0005516328331861553,-0.5207413945278023,-0.011469858781994711,1.0,0.5,0.05339805825242718,0.4942650706090026
ItalyPowerDemand,0.4896015779065168,0.16309017862662714,0.0020776124463788904,1.0,0.05223880597014918,-1.0,-0.13298805970149255,1.0,0.5,0.0,0.43350597014925374
LargeKitchenAppliances,0.927355584454221,0.8241655054481172,0.5041560818157675,0.46536111111111134,-0.38437037037037036,-0.7705925925925926,-0.3507144814814815,0.890625,0.3298611111111111,0.0,0.3246427592592593
Lightning2,0.7512331888120655,0.6514392420954815,0.4676107761598481,0.15668623613829102,-0.023222439660795846,-0.4117416829745597,-0.06775446836268756,0.7240704500978473,0.48532289628180036,0.03131115459882583,0.4661227658186562
Lightning7,0.7166104005305828,0.5453655123714951,0.34227108797729927,0.15664257921067226,-0.018121178432462415,-0.44180100055586446,-0.07318254585881052,0.8171206225680934,0.48638132295719844,0.0,0.4634087270705948
Mallat,0.9192790558355547,0.47012625092767796,0.23251632289805615,0.14270509977827062,-0.0016407982261640863,-0.17441241685144115,-0.009046430155210644,0.6548780487804878,0.49878048780487805,0.32682926829268294,0.4954767849223948
Meat,0.7630409409351058,0.5771882976667424,0.2167271217767017,0.41509259259259257,-0.020648148148148027,-0.5102777777777778,-0.05473888888888889,0.7666666666666667,0.4888888888888889,0.19444444444444445,0.47263055555555555
MedicalImages,0.6850370020361448,0.3837422080725757,0.06552003645984167,0.8688960176274261,-0.0059946210427400115,-0.49671105926574,0.02193700787401572,1.0,0.5061728395061729,0.0,0.5109685039370079
MelbournePedestrian,,,,0.9061976549413735,0.06850921273031818,-1.0,0.1603515912897822,1.0,0.55,0.0,0.5801757956448911
MiddlePhalanxOutlineAgeGroup,0.6200431599185421,0.2666750930737188,0.02080101937337425,0.996640625,0.08984375,-0.592734375,0.09590640625,1.0,0.546875,0.1875,0.547953203125
MiddlePhalanxOutlineCorrect,0.6122461218147517,0.2656132625663989,0.020854364655409463,0.9969270833333332,0.08825520833333333,-0.593125,0.09558078125,1.0,0.546875,0.1875,0.547790390625
MiddlePhalanxTW,0.596163072677508,0.26393255805560767,0.020994249277635647,0.9956140350877194,0.0870144110275689,-0.5892857142857143,0.09579879385964912,1.0,0.546875,0.1875,0.5478993969298246
MixedShapesRegularTrain,0.6173278466470065,0.43291043511134875,0.24102345184864676,0.28078536585365854,-0.0029146341463414105,-0.21433658536585365,-0.017946117073170717,0.9073170731707317,0.4975609756097561,0.0951219512195122,0.49102694146341475
MixedShapesSmallTrain,0.6148871924964916,0.425982252035758,0.23486433313188573,0.2852926829268292,-0.0020609756097559884,-0.219439024390244,-0.018416731707317054,0.9073170731707317,0.49634146341463414,0.0951219512195122,0.4907916341463415
MoteStrain,0.7339804149791483,0.28967812344914035,0.04710332018065184,0.5661764705882353,1.1102230246251565e-16,-0.32352941176470584,0.034185294117647015,1.0,0.5,0.22058823529411764,0.5170926470588235
NonInvasiveFetalECGThorax1,0.6281169491430264,0.4619781264486107,0.26398616824041404,0.15036666666666654,-0.01160277777777774,-0.3547148148148148,-0.05387933148148149,0.7533333333333333,0.49166666666666664,0.22333333333333333,0.47306033425925964
NonInvasiveFetalECGThorax2,0.6569444022512425,0.4778321608173568,0.2619749187384896,0.17183518518518515,-0.009236111111111112,-0.3418388888888888,-0.05563068703703705,0.7183333333333334,0.49166666666666664,0.22666666666666666,0.4721846564814815
OSULeaf,0.5499756447344034,0.3507012546400403,0.2044856756360747,0.0843731778425656,-0.0021137026239067547,-0.08542274052478138,-0.0041201457725947455,0.7959183673469388,0.5014577259475219,0.19533527696793002,0.49793992711370255
OliveOil,0.8378296671008236,0.5146496206331579,0.2559625969804506,0.4609649122807016,-0.011622807017543979,-0.48830409356725135,-0.03674298245614034,0.7324561403508771,0.4934210526315789,0.24780701754385964,0.4816285087719299
PhalangesOutlinesCorrect,0.6152914114190705,0.26714186566063314,0.02157768383499256,0.9891493055555556,0.07738715277777775,-0.5815798611111112,0.09150368055555556,1.0,0.546875,0.1875,0.5457518402777778
Phoneme,0.5424911886341914,0.4369821016928534,0.30945870743790954,0.03914976065648523,-0.000472988374743577,-0.022692044677456225,0.000990939138363358,0.8317073170731707,0.5,0.22317073170731708,0.5004954695691817
PigAirwayPressure,0.7053908118717355,0.6388606217800268,0.34143970854159467,0.20054086538461546,-0.0022776442307692046,-0.2807091346153846,-0.014990492788461545,0.72,0.498125,0.2025,0.4925047536057692
PigArtPressure,0.5755373024392344,0.36368569143788887,0.10616520575091173,0.351778846153846,-0.0012019230769231282,-0.25594951923076914,0.014793329326923068,0.784375,0.50125,0.253125,0.5073966646634614
PigCVP,0.4629822097418861,0.36921663776277425,0.2173535290678978,0.10754807692307677,-0.0013762019230769695,-0.10895432692307694,-0.006398221153846156,0.6725,0.49875,0.311875,0.49680088942307704
Plane,0.5811498677404919,0.2855485726104411,0.03653270104315036,0.4264367816091954,-0.03004926108374384,-0.664367816091954,-0.08318998357963875,0.8793103448275862,0.4827586206896552,0.0,0.4584050082101806
PowerCons,0.6542369671255586,0.35181836490511703,0.15635352096732152,0.8324712643678158,-0.011206896551724244,-0.4054597701149425,-0.005293390804597713,1.0,0.5,0.0,0.49735330459770105
ProximalPhalanxOutlineAgeGroup,0.6124350912677567,0.26698943508615647,0.021068217537616923,0.992890625,0.07999999999999996,-0.5842968749999999,0.08964796875000001,1.0,0.546875,0.1875,0.544823984375
ProximalPhalanxOutlineCorrect,0.6228283926054665,0.2693459929856483,0.021076375953435863,0.994375,0.08023437500000008,-0.5860937500000001,0.08922505208333334,1.0,0.546875,0.1875,0.5446125260416667
ProximalPhalanxTW,0.6194995136691682,0.2675455084818976,0.02106800686734155,0.9938281250000001,0.07999999999999996,-0.585546875,0.08941484375,1.0,0.546875,0.1875,0.544707421875
RefrigerationDevices,0.7686531937708084,0.38281777915911885,0.20996320027961102,0.13816666666666677,-0.005268518518518506,-0.43227777777777787,-0.023229111111111107,0.8333333333333334,0.4982638888888889,0.06770833333333333,0.4883854444444444
Rock,0.7881392060652753,0.59890378118363,0.3884936667875651,0.24758347978910367,0.004833040421792667,-0.10962214411247806,0.0310999560632689,0.7956942003514939,0.5030755711775043,0.3510544815465729,0.5155499780316345
ScreenType,0.8373805528966042,0.6627125531999944,0.4094385530714335,0.22749074074074072,-0.19427777777777777,-0.4960092592592593,-0.1990346388888889,0.8923611111111112,0.453125,0.0,0.4004826805555556
SemgHandGenderCh2,0.5133116959850383,0.45941232957629524,0.3645566936465812,0.4002555555555558,4.1666666666606567e-05,-0.043372222222222145,0.01519308333333333,0.9183333333333333,0.5008333333333334,0.30333333333333334,0.5075965416666668
SemgHandMovementCh2,0.5074157579509578,0.45841651523623655,0.36344943212527053,0.4110407407407406,0.00019259259259252204,-0.04235555555555548,0.016285788888888878,0.9183333333333333,0.5008333333333334,0.30333333333333334,0.5081428944444446
SemgHandSubjectCh2,0.5055849253282096,0.4582082180509064,0.3630402171767844,0.4113592592592592,0.00018518518518517713,-0.042433333333333434,0.016039951851851843,0.9183333333333333,0.5008333333333334,0.30333333333333334,0.5080199759259258
ShapeletSim,0.44624803557239057,0.37176008897836954,0.233000894601691,0.04424999999999968,-0.0007500000000000284,-0.05950000000000011,-0.001213000000000028,0.7075,0.5,0.245,0.49939350000000005
ShapesAll,0.5519696180221897,0.3621334705621661,0.19979134769348708,0.2664065040650405,-0.002451219512195124,-0.17392682926829273,-0.011109569105691055,0.9682926829268292,0.4975609756097561,0.046341463414634146,0.49444521544715436
SmallKitchenAppliances,0.9356451747701967,0.7386837504138788,0.5030695529956067,0.311574074074074,-0.2642453703703703,-0.7854907407407408,-0.27583326851851847,0.859375,0.4149305555555556,0.0,0.36208336574074085
SmoothSubspace,0.41894850458675914,0.058103590009816075,0.001491460784247535,1.0,0.2056410256410256,-1.0,0.3422830769230769,1.0,0.6153846153846154,0.0,0.6711415384615383
SonyAIBORobotSurface1,0.4743365668365712,0.28503642746624347,0.04325735967238517,0.2857142857142858,-0.019642857142857073,-0.2964285714285715,-0.03913035714285714,1.0,0.48214285714285715,0.0,0.48043482142857147
SonyAIBORobotSurface2,0.5379985558895304,0.29646730803170257,0.06554174976309239,0.467505241090147,0.024458420684835835,-0.3752620545073375,0.014436058700209642,1.0,0.5094339622641509,0.0,0.5072180293501047
StarLightCurves,0.5609522906153901,0.445868693905077,0.26796859255963124,0.34956829268292666,-0.001397560975609613,-0.18907317073170726,-0.026918417073170716,1.0,0.4975609756097561,0.12926829268292683,0.4865407914634145
